,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag
20250604212000,1749043200000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212100,1749043260000,99.5,99.5,99.5,99.5,10,5050.0,0.0,5510,99.5,0
20250604212200,1749043320000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212300,1749043380000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212400,1749043440000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212500,1749043500000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212600,1749043560000,99.5,99.5,99.5,99.5,0,0.0,0.0,5510,99.5,0
20250604212700,1749043620000,98.0,98.0,98.0,98.0,10,4015.0,0.0,5520,99.5,0
20250604212800,1749043680000,98.0,98.0,98.0,98.0,0,0.0,0.0,5520,98.0,0
20250604212900,1749043740000,98.0,98.0,98.0,98.0,0,0.0,0.0,5520,98.0,0
20250604213000,1749043800000,99.5,99.5,99.0,99.0,4,2010.0,0.0,5521,98.0,0
20250604213100,1749043860000,98.5,98.5,98.5,98.5,1,502.0,0.0,5521,99.0,0
20250604213200,1749043920000,98.5,98.5,98.5,98.5,0,0.0,0.0,5521,98.5,0
20250604213300,1749043980000,98.5,98.5,98.5,98.5,0,0.0,0.0,5521,98.5,0
20250604213400,1749044040000,99.5,99.5,98.5,98.5,24,12060.0,0.0,5521,98.5,0
20250604213500,1749044100000,100.0,102.0,100.0,102.0,61,30652.0,0.0,5537,98.5,0
20250604213600,1749044160000,102.0,102.0,100.0,100.0,11,5527.0,0.0,5532,102.0,0
20250604213700,1749044220000,101.0,101.0,101.0,101.0,1,502.0,0.0,5532,100.0,0
20250604213800,1749044280000,99.5,101.0,98.5,101.0,71,35677.0,0.0,5586,101.0,0
20250604213900,1749044340000,102.0,102.0,101.0,101.0,4,2010.0,0.0,5582,101.0,0
20250604214000,1749044400000,102.0,102.0,101.5,101.5,2,1005.0,0.0,5580,101.0,0
20250604214100,1749044460000,101.5,101.5,101.5,101.5,0,0.0,0.0,5580,101.5,0
20250604214200,1749044520000,101.5,101.5,101.5,101.5,0,0.0,0.0,5580,101.5,0
20250604214300,1749044580000,101.5,101.5,101.5,101.5,0,0.0,0.0,5580,101.5,0
20250604214400,1749044640000,100.5,100.5,100.5,100.5,31,15577.0,0.0,5566,101.5,0
20250604214500,1749044700000,101.5,102.5,101.5,102.5,22,11055.0,0.0,5568,100.5,0
20250604214600,1749044760000,102.5,102.5,102.5,102.5,0,0.0,0.0,5568,102.5,0
20250604214700,1749044820000,102.5,102.5,101.0,101.0,3,1507.0,0.0,5568,102.5,0
20250604214800,1749044880000,100.0,100.0,100.0,100.0,22,11055.0,0.0,5570,101.0,0
20250604214900,1749044940000,100.0,100.0,100.0,100.0,0,0.0,0.0,5570,100.0,0
20250604215000,1749045000000,99.0,99.0,99.0,99.0,6,3015.0,0.0,5564,100.0,0
20250604215100,1749045060000,99.0,100.0,99.0,100.0,20,10050.0,0.0,5565,99.0,0
20250604215200,1749045120000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215300,1749045180000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215400,1749045240000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215500,1749045300000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215600,1749045360000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215700,1749045420000,100.0,100.0,100.0,100.0,0,0.0,0.0,5565,100.0,0
20250604215800,1749045480000,100.0,100.0,100.0,100.0,10,5025.0,0.0,5570,100.0,0
20250604215900,1749045540000,100.0,100.0,100.0,100.0,0,0.0,0.0,5570,100.0,0
20250604220000,1749045600000,100.0,100.0,100.0,100.0,0,0.0,0.0,5570,100.0,0
20250604220100,1749045660000,100.0,100.0,100.0,100.0,0,0.0,0.0,5570,100.0,0
20250604220200,1749045720000,103.0,103.0,101.5,101.5,3,1507.0,0.0,5570,100.0,0
20250604220300,1749045780000,101.5,101.5,101.5,101.5,0,0.0,0.0,5570,101.5,0
